,GxTemp,Date_skel,Chamber.Channel_skel,Genotype_skel,Temp_skel,Origin_skel,colorstate.x,Color_skel,Pnet_umol.cm2.hr_skel,Rdark_umol.cm2.hr_skel,Pgross_umol.cm2.hr_skel,Date_holo,Chamber.Channel_holo,Genotype_holo,Temp_holo,Origin_holo,colorstate.y,Color_holo,Pnet_umol.cm2.hr_holo,Rdark_umol.cm2.hr_holo,Pgross_umol.cm2.hr_holo,Pnet_umol.cm2.hr_corr,Rdark_umol.cm2.hr_corr,Pgross_umol.cm2.hr_corr
117,WBP_22,20170721,8,WBP,22,RI,RI_brown,brown,-0.383910975,-0.344171365,-0.03973961,20170711,7,WBP,22,RI,RI_brown,brown,-0.040517897,-1.364814904,1.324297007,0.343393078,-1.020643539,1.364036617
118,WBP_26,20170721,8,WBP,26,RI,RI_brown,brown,-0.351027773,-0.51996725,0.168939477,20170711,7,WBP,26,RI,RI_brown,brown,0.213466493,-1.485318817,1.69878531,0.564494266,-0.965351567,1.529845833
119,WBP_29,20170721,8,WBP,29,RI,RI_brown,brown,-0.446291777,-0.604437367,0.15814559,20170711,7,WBP,29,RI,RI_brown,brown,-0.938931932,-2.108722908,1.169790976,-0.492640155,-1.504285541,1.011645386
120,WBP_32,20170721,8,WBP,32,RI,RI_brown,brown,0.069520554,-0.492277507,0.561798061,20170711,7,WBP,32,RI,RI_brown,brown,-0.684010429,-1.225298498,0.541288069,-0.753530983,-0.733020991,-0.020509992
121,WWB_18,20170721,5,WWB,18,RI,RI_white,white,0.075803318,-0.039211877,0.115015195,20170711,9,WWB,18,RI,RI_white,white,-0.51130848,-0.421161112,-0.090147368,-0.587111798,-0.381949235,-0.205162563
122,WWB_22,20170721,5,WWB,22,RI,RI_white,white,-0.176940681,-0.158916785,-0.018023896,20170711,9,WWB,22,RI,RI_white,white,-0.787397158,-0.818597862,0.031200704,-0.610456477,-0.659681077,0.0492246
123,WWB_26,20170721,5,WWB,26,RI,RI_white,white,-0.272504322,-0.3697259,0.097221578,20170711,9,WWB,26,RI,RI_white,white,-0.823414934,-1.115378176,0.291963242,-0.550910612,-0.745652276,0.194741664
124,WWB_29,20170721,5,WWB,29,RI,RI_white,white,-0.239505599,-0.383253972,0.143748373,20170711,9,WWB,29,RI,RI_white,white,-1.161529135,-1.056195566,-0.105333569,-0.922023536,-0.672941594,-0.249081942
125,WWB_32,20170721,5,WWB,32,RI,RI_white,white,0.027243888,-0.368856674,0.396100562,20170711,9,WWB,32,RI,RI_white,white,-0.804275763,-0.93980448,0.135528717,-0.831519651,-0.570947806,-0.260571845
126,WWC_18,20170717,8,WWC,18,RI,RI_white,white,-0.545068794,-0.043315922,-0.501752872,20170707,10,WWC,18,RI,RI_white,white,-1.281031708,-1.079079016,-0.201952692,-0.735962914,-1.035763094,0.29980018
127,WWC_22,20170717,8,WWC,22,RI,RI_white,white,-0.28994915,-0.178613255,-0.111335895,20170707,10,WWC,22,RI,RI_white,white,-1.889403561,-2.084033296,0.194629735,-1.599454411,-1.905420041,0.30596563
128,WWC_26,20170717,8,WWC,26,RI,RI_white,white,-0.138494289,-0.26290927,0.124414981,20170707,10,WWC,26,RI,RI_white,white,-1.906014048,-2.097320788,0.19130674,-1.767519759,-1.834411518,0.066891759
129,WWC_29,20170717,8,WWC,29,RI,RI_white,white,-0.460371621,-0.571991566,0.111619945,20170707,10,WWC,29,RI,RI_white,white,-1.689712202,-2.642540402,0.9528282,-1.229340581,-2.070548836,0.841208255
130,WWC_32,20170717,8,WWC,32,RI,RI_white,white,0.223573164,-0.403689629,0.627262793,20170707,10,WWC,32,RI,RI_white,white,-0.980520663,-1.351052678,0.370532015,-1.204093827,-0.947363049,-0.256730778
131,WWD_18,20170718,10,WWD,18,RI,RI_white,white,-0.335533034,0.021125271,-0.356658305,20170708,8,WWD,18,RI,RI_white,white,-1.838462801,-1.601575673,-0.236887128,-1.502929767,-1.622700944,0.119771177
132,WWD_22,20170718,10,WWD,22,RI,RI_white,white,-0.234549825,-0.180208646,-0.054341179,20170708,8,WWD,22,RI,RI_white,white,-1.890061755,-2.217178581,0.327116826,-1.65551193,-2.036969935,0.381458005
133,WWD_26,20170718,10,WWD,26,RI,RI_white,white,-0.328290063,-0.291432716,-0.036857347,20170708,8,WWD,26,RI,RI_white,white,-1.636744903,-2.58470715,0.947962247,-1.30845484,-2.293274434,0.984819594
134,WWD_29,20170718,10,WWD,29,RI,RI_white,white,-0.108479709,-0.530685648,0.422205939,20170708,8,WWD,29,RI,RI_white,white,-1.302564549,-1.901079686,0.598515137,-1.19408484,-1.370394038,0.176309198
135,WWD_32,20170718,10,WWD,32,RI,RI_white,white,-0.496142766,-0.44488149,-0.051261276,20170708,8,WWD,32,RI,RI_white,white,-1.061933895,-1.251038505,0.18910461,-0.565791129,-0.806157015,0.240365886
136,WWE_18,20170719,8,WWE,18,RI,RI_white,white,-0.361623371,-0.174573098,-0.187050273,20170710,4,WWE,18,RI,RI_white,white,-0.519806327,-0.543656601,0.023850274,-0.158182956,-0.369083503,0.210900547
137,WWE_22,20170719,8,WWE,22,RI,RI_white,white,-0.405406354,-0.25908087,-0.146325484,20170710,4,WWE,22,RI,RI_white,white,-0.597452021,-1.080719362,0.483267341,-0.192045667,-0.821638492,0.629592825
138,WWE_26,20170719,8,WWE,26,RI,RI_white,white,-0.192646945,-0.691110235,0.49846329,20170710,4,WWE,26,RI,RI_white,white,-1.472654104,-1.610874326,0.138220222,-1.280007159,-0.919764091,-0.360243068
139,WWE_29,20170719,8,WWE,29,RI,RI_white,white,-0.447899328,-0.416150194,-0.031749134,20170710,4,WWE,29,RI,RI_white,white,-1.691044082,-1.418950553,-0.272093529,-1.243144754,-1.002800359,-0.240344395
140,WWE_32,20170719,8,WWE,32,RI,RI_white,white,-0.542740452,-0.566791373,0.024050921,20170710,4,WWE,32,RI,RI_white,white,-0.930541939,-1.282250479,0.35170854,-0.387801487,-0.715459106,0.327657619
141,WWF_18,20170721,3,WWF,18,RI,RI_white,white,-0.17413423,-0.169797936,-0.004336294,20170711,3,WWF,18,RI,RI_white,white,-1.125452215,-0.917028299,-0.208423916,-0.951317985,-0.747230363,-0.204087622
142,WWF_22,20170721,3,WWF,22,RI,RI_white,white,-0.985045423,-0.444792847,-0.540252576,20170711,3,WWF,22,RI,RI_white,white,-1.932113515,-1.760118404,-0.171995111,-0.947068092,-1.315325557,0.368257465
143,WWF_26,20170721,3,WWF,26,RI,RI_white,white,-1.001543776,-1.076576878,0.075033102,20170711,3,WWF,26,RI,RI_white,white,-2.310354941,-2.693019878,0.382664937,-1.308811165,-1.616443,0.307631835
144,WWF_29,20170721,3,WWF,29,RI,RI_white,white,-0.722743175,-1.081474889,0.358731714,20170711,3,WWF,29,RI,RI_white,white,-1.471317552,-1.937912955,0.466595403,-0.748574377,-0.856438066,0.107863689
145,WWF_32,20170721,3,WWF,32,RI,RI_white,white,0.453478431,-0.306061392,0.759539823,20170711,3,WWF,32,RI,RI_white,white,-1.24735309,-1.265689233,0.018336143,-1.700831521,-0.959627841,-0.74120368
146,WWI_18,20170717,7,WWI,18,RI,RI_white,white,-0.538621748,-0.279688342,-0.258933406,20170707,4,WWI,18,RI,RI_white,white,-1.41023125,-0.707415418,-0.702815832,-0.871609502,-0.427727076,-0.443882426
147,WWI_22,20170717,7,WWI,22,RI,RI_white,white,-0.424152527,-0.334891562,-0.089260965,20170707,4,WWI,22,RI,RI_white,white,-1.410059895,-1.462273788,0.052213893,-0.985907368,-1.127382226,0.141474858
148,WWI_26,20170717,7,WWI,26,RI,RI_white,white,-0.503930143,-0.516982847,0.013052704,20170707,4,WWI,26,RI,RI_white,white,-1.560052885,-1.573585002,0.013532117,-1.056122742,-1.056602155,0.000479413
149,WWI_29,20170717,7,WWI,29,RI,RI_white,white,-0.695342069,-0.676381853,-0.018960216,20170707,4,WWI,29,RI,RI_white,white,-1.259660362,-1.216166552,-0.04349381,-0.564318293,-0.539784699,-0.024533594
150,WWI_32,20170717,7,WWI,32,RI,RI_white,white,-0.290410217,-0.616571763,0.326161546,20170707,4,WWI,32,RI,RI_white,white,-1.126413091,-1.17607528,0.049662189,-0.836002874,-0.559503517,-0.276499357
151,WWJ_18,20170718,9,WWJ,18,RI,RI_white,white,-0.29752662,-0.249886717,-0.047639903,20170708,5,WWJ,18,RI,RI_white,white,-0.944998886,-0.73705356,-0.207945326,-0.647472266,-0.487166843,-0.160305423
152,WWJ_22,20170718,9,WWJ,22,RI,RI_white,white,-0.490108873,-0.424627617,-0.065481256,20170708,5,WWJ,22,RI,RI_white,white,-1.195648529,-1.489200199,0.29355167,-0.705539656,-1.064572582,0.359032926
153,WWJ_26,20170718,9,WWJ,26,RI,RI_white,white,-0.43599273,-0.387501039,-0.048491691,20170708,5,WWJ,26,RI,RI_white,white,-1.834443985,-1.34828695,-0.486157035,-1.398451255,-0.960785911,-0.437665344
154,WWJ_29,20170718,9,WWJ,29,RI,RI_white,white,-0.166444764,-0.56744905,0.401004286,20170708,5,WWJ,29,RI,RI_white,white,-2.107858621,-1.512503306,-0.595355315,-1.941413857,-0.945054256,-0.996359601
155,WWJ_32,20170718,9,WWJ,32,RI,RI_white,white,-0.36709843,-0.38082855,0.01373012,20170708,5,WWJ,32,RI,RI_white,white,-1.246183715,-1.158675125,-0.08750859,-0.879085285,-0.777846575,-0.10123871
156,WWK_18,20170719,7,WWK,18,RI,RI_white,white,-0.306188339,-0.41320809,0.107019751,20170710,8,WWK,18,RI,RI_white,white,-1.09706859,-1.108659171,0.011590581,-0.790880251,-0.695451081,-0.09542917
157,WWK_22,20170719,7,WWK,22,RI,RI_white,white,-0.652258566,-0.676395671,0.024137105,20170710,8,WWK,22,RI,RI_white,white,-1.543984291,-1.694249138,0.150264847,-0.891725725,-1.017853467,0.126127742
158,WWK_26,20170719,7,WWK,26,RI,RI_white,white,-0.261590659,-0.740484772,0.478894113,20170710,8,WWK,26,RI,RI_white,white,-1.945944635,-1.995884225,0.04993959,-1.684353976,-1.255399453,-0.428954523
159,WWK_29,20170719,7,WWK,29,RI,RI_white,white,-0.283285125,-0.318566853,0.035281728,20170710,8,WWK,29,RI,RI_white,white,-1.467550657,-1.148720457,-0.3188302,-1.184265532,-0.830153604,-0.354111928
160,WWK_32,20170719,7,WWK,32,RI,RI_white,white,-0.341891879,-0.455727235,0.113835356,20170710,8,WWK,32,RI,RI_white,white,-0.949852537,-0.945276534,-0.004576003,-0.607960658,-0.489549299,-0.118411359
